,budget,area size,environmental type,project type,soil type,material
8145,346128,1090,Urban,Industrial,Sandy,Concrete
8146,446606,1868,Suburban,Commercial,Silty,Composite
8147,583881,1861,Rural,Commercial,Peaty,Brick
8148,872041,8628,Rural,Residential,Chalky,Composite
8149,15209,4273,Rural,Commercial,Silty,Brick
8150,660988,2564,Suburban,Infrastructure,Silty,Wood
8151,409749,2915,Rural,Industrial,Clay,Concrete
8152,620885,3451,Coastal,Residential,Peaty,Concrete
8153,279355,6116,Coastal,Commercial,Loamy,Composite
8154,19927,8475,Suburban,Infrastructure,Silty,Steel
8155,742823,7601,Mountain,Residential,Chalky,Composite
8156,651621,5503,Mountain,Industrial,Loamy,Steel
8157,165666,8806,Rural,Commercial,Loamy,Composite
8158,740212,6743,Suburban,Industrial,Chalky,Brick
8159,218785,7081,Rural,Industrial,Chalky,Brick
8160,348526,8830,Rural,Commercial,Clay,Steel
8161,149005,5423,Coastal,Commercial,Sandy,Concrete
8162,638068,6967,Urban,Residential,Peaty,Steel
8163,574984,5441,Suburban,Industrial,Silty,Wood
8164,206521,6937,Urban,Commercial,Peaty,Concrete
8165,339760,6576,Coastal,Industrial,Loamy,Steel
8166,933593,6148,Urban,Commercial,Silty,Wood
8167,459764,8501,Coastal,Industrial,Clay,Wood
8168,167195,1815,Mountain,Residential,Peaty,Composite
8169,411013,573,Coastal,Industrial,Clay,Steel
8170,60013,9175,Suburban,Commercial,Clay,Brick
8171,411562,2049,Mountain,Infrastructure,Peaty,Composite
8172,226486,1859,Rural,Residential,Peaty,Concrete
8173,436888,2396,Suburban,Residential,Silty,Brick
8174,420869,7159,Suburban,Infrastructure,Loamy,Wood
8175,845988,5746,Suburban,Commercial,Loamy,Concrete
8176,920155,7467,Urban,Residential,Chalky,Composite
8177,773638,7161,Urban,Infrastructure,Clay,Wood
8178,560428,1010,Rural,Infrastructure,Loamy,Wood
8179,273328,9114,Urban,Industrial,Sandy,Wood
8180,437709,2932,Suburban,Industrial,Silty,Brick
8181,971652,2406,Coastal,Commercial,Silty,Composite
8182,690206,9650,Rural,Infrastructure,Chalky,Composite
8183,121361,9516,Rural,Industrial,Chalky,Brick
8184,687555,564,Suburban,Commercial,Clay,Composite
8185,802038,5428,Mountain,Residential,Silty,Wood
8186,407172,5210,Urban,Industrial,Silty,Wood
8187,26555,6624,Mountain,Commercial,Sandy,Wood
8188,534213,8337,Suburban,Industrial,Clay,Composite
8189,624673,1300,Mountain,Residential,Clay,Steel
8190,421906,6563,Suburban,Residential,Loamy,Concrete
8191,330646,8969,Urban,Industrial,Chalky,Steel
8192,265658,6609,Urban,Residential,Loamy,Brick
8193,452065,7159,Rural,Commercial,Clay,Steel
8194,691707,1738,Mountain,Industrial,Sandy,Steel
8195,764085,7082,Mountain,Industrial,Clay,Brick
8196,113844,5023,Mountain,Residential,Loamy,Steel
8197,101321,6120,Mountain,Commercial,Peaty,Concrete
8198,845488,1986,Coastal,Industrial,Peaty,Composite
8199,729211,5181,Rural,Industrial,Sandy,Brick
8200,108234,4970,Rural,Residential,Chalky,Steel
8201,484718,6119,Coastal,Residential,Silty,Wood
8202,761993,8784,Mountain,Commercial,Clay,Wood
8203,735571,7677,Coastal,Commercial,Loamy,Brick
8204,838282,5941,Mountain,Residential,Chalky,Wood
8205,481761,2340,Coastal,Commercial,Loamy,Concrete
8206,299987,5897,Rural,Infrastructure,Chalky,Steel
8207,334464,2121,Coastal,Infrastructure,Clay,Concrete
8208,564081,2061,Suburban,Residential,Silty,Concrete
8209,967020,6349,Mountain,Industrial,Clay,Composite
8210,683217,1916,Coastal,Residential,Silty,Steel
8211,29627,4690,Mountain,Residential,Loamy,Brick
8212,333966,5554,Urban,Residential,Sandy,Wood
8213,487317,1630,Mountain,Industrial,Silty,Composite
8214,232633,4097,Coastal,Infrastructure,Chalky,Concrete
8215,979752,2618,Mountain,Commercial,Sandy,Wood
8216,327942,1163,Suburban,Infrastructure,Loamy,Steel
8217,758728,3134,Suburban,Commercial,Peaty,Concrete
8218,709476,3274,Coastal,Commercial,Sandy,Concrete
8219,347462,6694,Coastal,Residential,Silty,Steel
8220,376330,4469,Mountain,Residential,Sandy,Brick
8221,792479,3990,Rural,Commercial,Loamy,Composite
8222,360046,2023,Suburban,Industrial,Sandy,Steel
8223,431773,8553,Suburban,Industrial,Loamy,Wood
8224,343478,1487,Urban,Industrial,Peaty,Wood
8225,478379,8415,Urban,Industrial,Silty,Concrete
8226,378863,6903,Rural,Residential,Chalky,Composite
8227,133099,5821,Suburban,Infrastructure,Sandy,Brick
8228,743362,4345,Coastal,Infrastructure,Clay,Brick
8229,707974,6801,Suburban,Commercial,Chalky,Wood
8230,284864,598,Coastal,Industrial,Sandy,Brick
8231,329752,2788,Coastal,Residential,Chalky,Wood
8232,117449,4797,Rural,Residential,Clay,Composite
8233,112828,9325,Suburban,Residential,Chalky,Concrete
8234,136613,8296,Mountain,Commercial,Chalky,Wood
8235,82095,7763,Suburban,Residential,Clay,Composite
8236,640212,9270,Suburban,Commercial,Clay,Wood
8237,487910,4459,Urban,Commercial,Clay,Steel
8238,630740,7885,Rural,Commercial,Peaty,Wood
8239,97593,8964,Mountain,Commercial,Loamy,Composite
8240,701252,5838,Mountain,Residential,Loamy,Brick
8241,903407,5381,Mountain,Residential,Clay,Wood
8242,349386,4454,Coastal,Infrastructure,Loamy,Concrete
8243,912473,4427,Rural,Residential,Chalky,Composite
8244,136202,9144,Urban,Industrial,Clay,Brick
8245,87606,9867,Coastal,Industrial,Sandy,Composite
8246,133769,5411,Mountain,Commercial,Clay,Wood
8247,128542,913,Coastal,Commercial,Clay,Steel
8248,378582,2050,Coastal,Commercial,Loamy,Steel
8249,797356,5026,Mountain,Infrastructure,Silty,Concrete
8250,585610,7641,Mountain,Commercial,Chalky,Concrete
8251,167550,7071,Urban,Infrastructure,Loamy,Brick
8252,605330,2446,Rural,Commercial,Chalky,Steel
8253,580706,5703,Suburban,Industrial,Sandy,Wood
8254,465433,691,Suburban,Commercial,Peaty,Composite
8255,634987,540,Suburban,Residential,Silty,Composite
8256,100140,6392,Urban,Commercial,Sandy,Steel
8257,476978,3949,Coastal,Residential,Sandy,Steel
8258,546069,8827,Mountain,Residential,Chalky,Composite
8259,408731,6409,Rural,Residential,Silty,Brick
8260,389502,2441,Suburban,Residential,Chalky,Composite
8261,308277,4721,Rural,Infrastructure,Peaty,Concrete
8262,107628,8024,Rural,Infrastructure,Chalky,Wood
8263,611234,7043,Mountain,Commercial,Clay,Steel
8264,95058,6722,Urban,Commercial,Chalky,Steel
8265,936599,9080,Mountain,Infrastructure,Clay,Brick
8266,491799,2058,Urban,Commercial,Sandy,Concrete
8267,161542,2621,Coastal,Commercial,Peaty,Composite
8268,315273,1528,Rural,Infrastructure,Loamy,Concrete
8269,280675,8773,Suburban,Infrastructure,Clay,Concrete
8270,309182,6156,Rural,Commercial,Peaty,Brick
8271,360083,9467,Mountain,Infrastructure,Chalky,Brick
8272,52674,3538,Urban,Industrial,Loamy,Composite
8273,137572,2378,Coastal,Residential,Chalky,Composite
8274,760018,2771,Coastal,Residential,Sandy,Wood
8275,485692,2107,Urban,Industrial,Chalky,Concrete
8276,301975,3639,Urban,Industrial,Clay,Composite
8277,591462,1105,Urban,Commercial,Sandy,Brick
8278,807711,5235,Coastal,Commercial,Peaty,Wood
8279,441436,4165,Rural,Residential,Sandy,Wood
8280,857042,6352,Rural,Commercial,Peaty,Brick
8281,455935,5962,Coastal,Residential,Silty,Composite
8282,790296,2644,Suburban,Commercial,Clay,Brick
8283,63051,4770,Mountain,Commercial,Clay,Composite
8284,213085,8607,Coastal,Residential,Peaty,Brick
8285,328796,1876,Suburban,Industrial,Chalky,Brick
8286,75524,3962,Mountain,Industrial,Loamy,Steel
8287,486152,847,Rural,Commercial,Chalky,Composite
8288,278614,500,Urban,Industrial,Silty,Concrete
8289,470814,562,Mountain,Commercial,Peaty,Steel
8290,969302,2283,Urban,Infrastructure,Silty,Steel
8291,527733,8917,Suburban,Infrastructure,Peaty,Steel
8292,325617,7066,Coastal,Infrastructure,Silty,Steel
8293,947384,1542,Coastal,Industrial,Peaty,Concrete
8294,765477,9536,Urban,Industrial,Clay,Steel
8295,54439,1734,Mountain,Residential,Silty,Concrete
8296,286452,2484,Mountain,Industrial,Silty,Concrete
8297,101563,9970,Suburban,Commercial,Peaty,Steel
8298,761616,2094,Coastal,Residential,Sandy,Wood
8299,307225,6757,Urban,Industrial,Sandy,Concrete
8300,740602,2452,Rural,Residential,Clay,Steel
8301,453599,2195,Coastal,Industrial,Chalky,Brick
8302,544125,1454,Coastal,Commercial,Chalky,Brick
8303,769495,3791,Suburban,Infrastructure,Clay,Composite
8304,979655,9048,Coastal,Infrastructure,Chalky,Concrete
8305,652416,1468,Suburban,Commercial,Loamy,Concrete
8306,177896,741,Suburban,Residential,Loamy,Brick
8307,698433,4734,Rural,Infrastructure,Loamy,Concrete
8308,909083,8838,Mountain,Industrial,Loamy,Concrete
8309,631912,7849,Coastal,Industrial,Peaty,Brick
8310,429515,5661,Suburban,Residential,Sandy,Steel
8311,724221,9234,Suburban,Residential,Clay,Brick
8312,40063,9383,Mountain,Commercial,Peaty,Wood
8313,603741,1525,Mountain,Infrastructure,Loamy,Brick
8314,264371,3859,Suburban,Residential,Clay,Brick
8315,995976,5757,Coastal,Infrastructure,Sandy,Steel
8316,112166,6236,Coastal,Infrastructure,Chalky,Brick
8317,24506,8179,Coastal,Industrial,Peaty,Brick
8318,235413,3451,Mountain,Residential,Sandy,Steel
8319,123604,9421,Coastal,Commercial,Clay,Brick
8320,36026,7889,Coastal,Residential,Silty,Steel
8321,430888,3055,Coastal,Infrastructure,Peaty,Wood
8322,965921,1650,Mountain,Industrial,Clay,Steel
8323,324557,2235,Urban,Residential,Clay,Concrete
8324,265116,8431,Urban,Residential,Sandy,Concrete
8325,337210,1538,Coastal,Residential,Clay,Steel
8326,200285,6869,Urban,Commercial,Peaty,Brick
8327,60971,7627,Coastal,Commercial,Loamy,Composite
8328,430497,3412,Mountain,Commercial,Peaty,Composite
8329,123978,5340,Coastal,Commercial,Clay,Wood
8330,169163,1742,Rural,Industrial,Sandy,Wood
8331,846926,9464,Suburban,Industrial,Peaty,Composite
8332,113864,8598,Mountain,Commercial,Silty,Composite
8333,946114,3912,Rural,Infrastructure,Loamy,Steel
8334,404295,2999,Rural,Commercial,Chalky,Composite
8335,629674,7660,Suburban,Commercial,Sandy,Concrete
8336,449967,6610,Rural,Infrastructure,Sandy,Wood
8337,620414,4045,Suburban,Residential,Chalky,Wood
8338,458648,1713,Coastal,Infrastructure,Chalky,Concrete
8339,696311,918,Mountain,Infrastructure,Peaty,Wood
8340,615151,5460,Mountain,Industrial,Clay,Composite
8341,350435,1288,Mountain,Residential,Clay,Wood
8342,135659,2371,Suburban,Infrastructure,Silty,Concrete
8343,725232,2525,Suburban,Commercial,Loamy,Wood
8344,17235,6764,Rural,Infrastructure,Clay,Composite
8345,354877,2946,Mountain,Industrial,Silty,Steel
8346,72712,7929,Rural,Infrastructure,Silty,Composite
8347,162545,5323,Coastal,Commercial,Sandy,Wood
8348,732927,9252,Rural,Residential,Sandy,Brick
8349,772178,3151,Mountain,Industrial,Loamy,Wood
8350,135849,1039,Suburban,Residential,Peaty,Wood
8351,265493,6999,Rural,Industrial,Chalky,Concrete
8352,614111,5255,Rural,Commercial,Chalky,Brick
8353,114215,6459,Suburban,Industrial,Loamy,Concrete
8354,775359,3789,Suburban,Residential,Silty,Concrete
8355,42230,6046,Mountain,Residential,Loamy,Composite
8356,356717,3258,Coastal,Infrastructure,Chalky,Steel
8357,757948,5811,Mountain,Residential,Silty,Wood
8358,472092,4607,Rural,Infrastructure,Chalky,Brick
8359,312788,2395,Mountain,Residential,Peaty,Wood
8360,189736,3000,Mountain,Infrastructure,Sandy,Concrete
8361,841635,3329,Suburban,Commercial,Sandy,Steel
8362,338821,547,Coastal,Infrastructure,Silty,Concrete
8363,428641,2864,Coastal,Residential,Loamy,Wood
8364,657534,6166,Mountain,Commercial,Chalky,Composite
8365,94817,6958,Suburban,Industrial,Clay,Wood
8366,248657,9445,Suburban,Residential,Peaty,Concrete
8367,227033,8677,Rural,Infrastructure,Chalky,Brick
8368,241414,8130,Urban,Industrial,Clay,Brick
8369,266812,8431,Rural,Infrastructure,Peaty,Brick
8370,866238,7558,Rural,Industrial,Peaty,Brick
8371,314958,3302,Rural,Commercial,Sandy,Brick
8372,604507,9094,Urban,Residential,Silty,Steel
8373,977150,2586,Suburban,Commercial,Chalky,Steel
8374,180956,7224,Suburban,Residential,Peaty,Composite
8375,367489,6655,Coastal,Industrial,Chalky,Brick
8376,267134,1649,Coastal,Commercial,Peaty,Concrete
8377,372232,562,Mountain,Residential,Loamy,Concrete
8378,865754,3653,Mountain,Industrial,Sandy,Wood
8379,31650,9700,Mountain,Commercial,Silty,Brick
8380,366386,6438,Coastal,Commercial,Clay,Concrete
8381,936694,1251,Coastal,Commercial,Clay,Composite
8382,834628,8276,Rural,Commercial,Loamy,Concrete
8383,180521,9349,Suburban,Infrastructure,Sandy,Composite
8384,180733,1200,Coastal,Industrial,Peaty,Brick
8385,826141,9772,Urban,Infrastructure,Sandy,Wood
8386,252037,2040,Rural,Industrial,Silty,Wood
8387,90428,3532,Urban,Industrial,Clay,Steel
8388,216251,6667,Urban,Industrial,Chalky,Brick
8389,544231,6864,Suburban,Residential,Clay,Concrete
8390,708600,2483,Urban,Industrial,Silty,Wood
8391,448976,9006,Urban,Commercial,Peaty,Composite
8392,31042,6296,Urban,Infrastructure,Sandy,Composite
8393,787130,8148,Urban,Commercial,Clay,Concrete
8394,840326,8394,Rural,Commercial,Clay,Concrete
8395,934373,2814,Rural,Infrastructure,Chalky,Brick
8396,988582,8459,Suburban,Commercial,Sandy,Concrete
8397,328903,2149,Suburban,Residential,Chalky,Concrete
8398,378117,8200,Urban,Commercial,Chalky,Concrete
8399,840738,7400,Mountain,Commercial,Peaty,Wood
8400,904801,4300,Urban,Infrastructure,Clay,Brick
8401,720731,2978,Urban,Commercial,Loamy,Concrete
8402,686278,7554,Suburban,Infrastructure,Sandy,Concrete
8403,824811,6559,Coastal,Industrial,Peaty,Composite
8404,392811,8933,Suburban,Industrial,Loamy,Wood
8405,511691,6709,Rural,Residential,Peaty,Concrete
8406,224304,7615,Suburban,Infrastructure,Peaty,Wood
8407,406178,2756,Coastal,Infrastructure,Silty,Brick
8408,679211,3868,Urban,Infrastructure,Silty,Brick
8409,914058,7887,Coastal,Residential,Peaty,Steel
8410,448963,9058,Suburban,Residential,Silty,Composite
8411,921612,3327,Mountain,Commercial,Sandy,Steel
8412,324493,9944,Rural,Infrastructure,Clay,Wood
8413,211904,2987,Coastal,Residential,Loamy,Composite
8414,721716,4103,Suburban,Industrial,Sandy,Concrete
8415,680105,4021,Urban,Industrial,Clay,Composite
8416,15730,5017,Suburban,Infrastructure,Silty,Composite
8417,417137,2143,Urban,Industrial,Loamy,Brick
8418,763790,1712,Mountain,Commercial,Sandy,Steel
8419,212210,7845,Rural,Commercial,Chalky,Brick
8420,748471,5203,Coastal,Infrastructure,Peaty,Brick
8421,29023,5934,Suburban,Residential,Clay,Steel
8422,972853,519,Suburban,Residential,Clay,Brick
8423,661084,1175,Coastal,Residential,Chalky,Composite
8424,877965,4977,Urban,Residential,Chalky,Wood
8425,355430,1108,Rural,Infrastructure,Peaty,Concrete
8426,838411,6786,Mountain,Commercial,Silty,Concrete
8427,819269,561,Coastal,Infrastructure,Sandy,Brick
8428,418213,9957,Rural,Infrastructure,Sandy,Steel
8429,901407,1654,Suburban,Industrial,Sandy,Composite
8430,710399,4216,Rural,Commercial,Silty,Brick
8431,530610,5742,Mountain,Residential,Peaty,Composite
8432,30923,6059,Rural,Commercial,Sandy,Composite
8433,805308,5522,Suburban,Industrial,Clay,Concrete
8434,857405,6985,Mountain,Infrastructure,Clay,Wood
8435,406103,1942,Mountain,Commercial,Clay,Wood
8436,204795,2153,Mountain,Industrial,Chalky,Steel
8437,838854,3002,Suburban,Infrastructure,Chalky,Wood
8438,243462,3769,Urban,Residential,Silty,Brick
8439,61413,781,Suburban,Commercial,Sandy,Concrete
8440,898916,9716,Urban,Residential,Chalky,Concrete
8441,930345,3903,Urban,Residential,Clay,Composite
8442,265719,1735,Suburban,Industrial,Chalky,Brick
8443,563044,5260,Rural,Industrial,Clay,Brick
8444,343720,7440,Suburban,Infrastructure,Sandy,Composite
8445,652536,1285,Mountain,Residential,Silty,Composite
8446,282448,3694,Rural,Industrial,Peaty,Concrete
8447,564629,5289,Coastal,Industrial,Peaty,Brick
8448,932262,4275,Coastal,Residential,Clay,Wood
8449,420226,5850,Coastal,Infrastructure,Chalky,Wood
8450,137039,1033,Mountain,Residential,Chalky,Concrete
8451,726118,9093,Mountain,Infrastructure,Clay,Wood
8452,697018,4163,Urban,Infrastructure,Sandy,Wood
8453,190074,629,Mountain,Industrial,Clay,Brick
8454,768678,3459,Urban,Residential,Sandy,Brick
8455,666735,2358,Coastal,Residential,Silty,Steel
8456,633773,4149,Suburban,Industrial,Silty,Brick
8457,818524,3597,Suburban,Commercial,Clay,Steel
8458,141562,4012,Mountain,Commercial,Silty,Brick
8459,13729,5360,Coastal,Residential,Chalky,Composite
8460,671334,9912,Coastal,Industrial,Sandy,Brick
8461,652510,9333,Urban,Infrastructure,Peaty,Steel
8462,357360,1223,Urban,Infrastructure,Peaty,Wood
8463,618148,1237,Coastal,Residential,Silty,Brick
8464,268360,1799,Mountain,Industrial,Sandy,Wood
8465,369014,3980,Mountain,Residential,Chalky,Wood
8466,31398,839,Coastal,Residential,Peaty,Brick
8467,306794,652,Suburban,Industrial,Chalky,Brick
8468,948796,6184,Suburban,Residential,Chalky,Composite
8469,638177,3551,Urban,Infrastructure,Peaty,Steel
8470,275303,926,Coastal,Commercial,Peaty,Brick
8471,370306,7646,Suburban,Infrastructure,Silty,Wood
8472,465982,8625,Mountain,Commercial,Sandy,Wood
8473,235959,6847,Rural,Industrial,Clay,Brick
8474,637122,9827,Rural,Residential,Sandy,Steel
8475,420281,2872,Coastal,Commercial,Clay,Wood
8476,555926,8626,Urban,Industrial,Peaty,Composite
8477,797505,1449,Rural,Industrial,Chalky,Wood
8478,449727,8195,Mountain,Industrial,Sandy,Steel
8479,749667,1873,Mountain,Infrastructure,Chalky,Concrete
8480,528490,7582,Mountain,Infrastructure,Sandy,Composite
8481,766357,9648,Rural,Commercial,Loamy,Composite
8482,563608,2982,Suburban,Commercial,Sandy,Concrete
8483,473092,8093,Mountain,Infrastructure,Chalky,Composite
8484,44924,9995,Urban,Commercial,Loamy,Composite
8485,222792,870,Coastal,Commercial,Silty,Composite
8486,443950,8337,Coastal,Residential,Peaty,Wood
8487,864548,2796,Coastal,Commercial,Silty,Wood
8488,705385,7534,Suburban,Industrial,Silty,Brick
8489,12159,6824,Coastal,Residential,Sandy,Brick
8490,583228,7642,Coastal,Commercial,Peaty,Wood
8491,613724,7528,Rural,Residential,Loamy,Composite
8492,480192,6979,Suburban,Industrial,Sandy,Steel
8493,548966,4645,Suburban,Commercial,Clay,Concrete
8494,726435,4521,Rural,Residential,Sandy,Brick
8495,450420,2864,Urban,Commercial,Loamy,Composite
8496,415237,5730,Coastal,Residential,Chalky,Brick
8497,672132,6470,Urban,Residential,Sandy,Steel
8498,601451,9454,Rural,Industrial,Clay,Composite
8499,775328,7800,Rural,Industrial,Sandy,Wood
8500,739115,7255,Rural,Commercial,Loamy,Steel
8501,164536,1504,Rural,Infrastructure,Clay,Brick
8502,585425,7557,Mountain,Commercial,Peaty,Composite
8503,433448,4255,Rural,Residential,Loamy,Composite
8504,857929,3346,Urban,Industrial,Sandy,Concrete
8505,511233,6762,Rural,Industrial,Clay,Concrete
8506,634773,9041,Urban,Residential,Loamy,Concrete
8507,250970,3464,Rural,Infrastructure,Peaty,Wood
8508,978952,9378,Rural,Industrial,Chalky,Composite
8509,639756,5137,Mountain,Infrastructure,Silty,Composite
8510,10901,3255,Rural,Industrial,Clay,Brick
8511,97980,4124,Coastal,Residential,Chalky,Wood
8512,379738,3232,Mountain,Commercial,Peaty,Concrete
8513,486813,6973,Mountain,Commercial,Chalky,Composite
8514,799313,6851,Coastal,Infrastructure,Sandy,Concrete
8515,302007,2193,Mountain,Commercial,Silty,Steel
8516,776722,1184,Rural,Residential,Clay,Wood
8517,408838,3419,Coastal,Commercial,Loamy,Concrete
8518,525956,7666,Rural,Infrastructure,Peaty,Wood
8519,928882,4256,Mountain,Residential,Silty,Composite
8520,486384,5954,Suburban,Residential,Peaty,Steel
8521,497063,3783,Coastal,Industrial,Chalky,Brick
8522,736546,5191,Urban,Industrial,Peaty,Steel
8523,841633,7328,Mountain,Commercial,Peaty,Wood
8524,261839,7850,Suburban,Infrastructure,Chalky,Steel
8525,331395,1656,Mountain,Residential,Chalky,Composite
8526,606860,3561,Rural,Commercial,Silty,Wood
8527,573543,7657,Rural,Commercial,Clay,Wood
8528,597500,6419,Rural,Industrial,Chalky,Composite
8529,846642,6393,Suburban,Commercial,Silty,Concrete
8530,397773,4945,Rural,Commercial,Peaty,Brick
8531,32499,6936,Mountain,Industrial,Peaty,Steel
8532,636840,1792,Mountain,Commercial,Loamy,Brick
8533,454844,9675,Mountain,Commercial,Sandy,Brick
8534,595648,8402,Coastal,Residential,Chalky,Composite
8535,407819,2567,Mountain,Commercial,Silty,Concrete
8536,496525,2479,Rural,Industrial,Loamy,Brick
8537,923898,2236,Coastal,Industrial,Silty,Wood
8538,881905,2418,Coastal,Residential,Clay,Concrete
8539,153704,1200,Coastal,Industrial,Loamy,Composite
8540,695967,4546,Coastal,Industrial,Silty,Brick
8541,101873,2573,Suburban,Industrial,Chalky,Composite
8542,75756,5161,Mountain,Commercial,Silty,Steel
8543,450210,894,Suburban,Residential,Sandy,Composite
8544,204454,3548,Urban,Infrastructure,Peaty,Wood
8545,997858,3952,Suburban,Residential,Peaty,Composite
8546,328488,1022,Coastal,Residential,Loamy,Concrete
8547,456991,9241,Mountain,Residential,Silty,Steel
8548,410565,1968,Mountain,Infrastructure,Silty,Wood
8549,867586,6730,Rural,Infrastructure,Silty,Steel
8550,561752,8616,Suburban,Industrial,Silty,Wood
8551,445840,9524,Mountain,Commercial,Sandy,Steel
8552,131897,7311,Urban,Industrial,Chalky,Brick
8553,530082,1921,Urban,Industrial,Sandy,Composite
8554,309488,8487,Suburban,Infrastructure,Sandy,Concrete
8555,93791,785,Rural,Industrial,Sandy,Concrete
8556,689659,3245,Urban,Industrial,Peaty,Brick
8557,713335,7608,Rural,Infrastructure,Sandy,Steel
8558,142534,4964,Suburban,Residential,Silty,Composite
8559,916641,1945,Mountain,Residential,Sandy,Brick
8560,91441,6337,Rural,Infrastructure,Silty,Steel
8561,886888,1966,Urban,Commercial,Loamy,Composite
8562,878220,7667,Rural,Industrial,Chalky,Steel
8563,247612,9606,Mountain,Residential,Peaty,Concrete
8564,443797,8979,Mountain,Infrastructure,Chalky,Composite
8565,241444,4926,Urban,Commercial,Loamy,Concrete
8566,998793,6432,Rural,Industrial,Chalky,Concrete
8567,810607,1678,Rural,Infrastructure,Peaty,Composite
8568,147263,3051,Coastal,Infrastructure,Silty,Brick
8569,355578,4870,Urban,Infrastructure,Loamy,Steel
8570,618806,6822,Rural,Industrial,Loamy,Composite
8571,745518,5362,Suburban,Residential,Silty,Concrete
8572,862969,9679,Coastal,Industrial,Silty,Steel
8573,912153,6355,Urban,Industrial,Peaty,Composite
8574,57645,1703,Mountain,Residential,Sandy,Brick
8575,249608,7849,Urban,Infrastructure,Clay,Composite
8576,557571,6886,Suburban,Commercial,Sandy,Composite
8577,526369,1619,Suburban,Commercial,Sandy,Wood
8578,359115,8888,Mountain,Residential,Chalky,Steel
8579,889191,4475,Mountain,Residential,Clay,Composite
8580,724483,9217,Mountain,Infrastructure,Silty,Concrete
8581,112780,1792,Coastal,Commercial,Sandy,Concrete
8582,433240,9886,Suburban,Commercial,Peaty,Wood
8583,452846,4155,Mountain,Infrastructure,Sandy,Concrete
8584,827166,5286,Suburban,Residential,Silty,Composite
8585,10515,2717,Coastal,Residential,Sandy,Steel
8586,907214,7090,Coastal,Infrastructure,Loamy,Wood
8587,863159,1517,Suburban,Residential,Chalky,Wood
8588,763160,5676,Mountain,Industrial,Chalky,Brick
8589,905596,4090,Urban,Residential,Sandy,Brick
8590,318360,8739,Rural,Industrial,Chalky,Steel
8591,343977,9519,Suburban,Commercial,Peaty,Steel
8592,593043,6676,Coastal,Commercial,Clay,Wood
8593,562144,7147,Mountain,Residential,Sandy,Composite
8594,518175,5222,Rural,Infrastructure,Peaty,Composite
8595,83870,6515,Suburban,Residential,Loamy,Brick
8596,951666,5622,Urban,Infrastructure,Peaty,Steel
8597,147080,8183,Urban,Commercial,Peaty,Steel
8598,804419,2589,Coastal,Commercial,Loamy,Composite
8599,990036,2556,Coastal,Commercial,Silty,Brick
8600,106502,9510,Coastal,Infrastructure,Sandy,Composite
8601,930836,4180,Suburban,Infrastructure,Sandy,Composite
8602,600611,5385,Urban,Commercial,Sandy,Wood
8603,442206,3614,Urban,Residential,Clay,Steel
8604,806305,7883,Coastal,Infrastructure,Peaty,Wood
8605,747902,2129,Coastal,Industrial,Sandy,Wood
8606,488977,2043,Mountain,Commercial,Chalky,Composite
8607,701804,8012,Urban,Infrastructure,Silty,Brick
8608,438556,6269,Coastal,Commercial,Loamy,Composite
8609,639507,2404,Coastal,Industrial,Loamy,Brick
8610,539321,1936,Coastal,Residential,Clay,Steel
8611,345468,5531,Mountain,Industrial,Loamy,Concrete
8612,812121,3817,Urban,Residential,Silty,Steel
8613,644044,4616,Urban,Residential,Peaty,Composite
8614,490350,9690,Urban,Infrastructure,Loamy,Brick
8615,506232,5052,Mountain,Residential,Loamy,Concrete
8616,498455,6063,Suburban,Residential,Chalky,Brick
8617,272210,6623,Mountain,Residential,Peaty,Brick
8618,648447,3561,Rural,Commercial,Sandy,Concrete
8619,710606,8589,Mountain,Infrastructure,Silty,Concrete
8620,541821,8956,Rural,Infrastructure,Loamy,Steel
8621,735512,4231,Coastal,Residential,Chalky,Wood
8622,776941,6827,Rural,Commercial,Silty,Concrete
8623,387972,3817,Mountain,Residential,Clay,Wood
8624,856090,2546,Suburban,Infrastructure,Chalky,Wood
8625,834930,3644,Urban,Infrastructure,Clay,Wood
8626,643316,3721,Mountain,Infrastructure,Loamy,Wood
8627,808204,5564,Urban,Infrastructure,Chalky,Concrete
8628,885817,9945,Rural,Commercial,Sandy,Brick
8629,976540,1222,Coastal,Industrial,Silty,Concrete
8630,986035,8275,Coastal,Industrial,Silty,Concrete
8631,260231,8064,Mountain,Commercial,Peaty,Composite
8632,22940,8775,Rural,Residential,Chalky,Composite
8633,390171,5335,Rural,Infrastructure,Chalky,Steel
8634,551220,4319,Urban,Infrastructure,Clay,Wood
8635,236377,3864,Rural,Infrastructure,Chalky,Wood
8636,460043,6589,Suburban,Commercial,Silty,Composite
8637,988935,4818,Coastal,Commercial,Chalky,Brick
8638,34648,7436,Suburban,Infrastructure,Peaty,Steel
8639,42966,3280,Suburban,Infrastructure,Peaty,Brick
8640,430993,7898,Urban,Residential,Silty,Composite
8641,265733,2952,Rural,Industrial,Silty,Brick
8642,173639,5788,Urban,Commercial,Silty,Wood
8643,256331,9020,Coastal,Industrial,Chalky,Composite
8644,944678,925,Urban,Infrastructure,Chalky,Brick
8645,52598,9461,Suburban,Industrial,Sandy,Steel
8646,200271,4475,Urban,Industrial,Loamy,Steel
8647,417014,9299,Rural,Commercial,Loamy,Concrete
8648,992868,7169,Urban,Commercial,Clay,Composite
8649,945062,2624,Rural,Residential,Chalky,Composite
8650,857516,1800,Suburban,Infrastructure,Sandy,Composite
