budget,area size,soil type,project type,strength,material,suppliers,environmental type,labor cost,duration (days),risk factor,energy rating,maintenance cost,permit cost,insurance cost,warranty period (years),site accessibility,design complexity
822744,1650,Chalky,Infrastructure,27.042130473476938,Steel,158,Rural,37204,592,0.11261810665797534,E,4076,1053,22360,7,Easy,Moderate
76985,7954,Peaty,Industrial,71.06409490978108,Steel,398,Rural,18087,46,0.40434410885323235,B,4584,2697,7419,5,Moderate,Simple
665032,5707,Sandy,Infrastructure,16.697307388234613,Composite,301,Suburban,21653,289,0.16522019916960773,C,17875,1027,5086,7,Moderate,Moderate
786001,518,Peaty,Residential,76.88473048850315,Composite,227,Coastal,8098,371,0.30392852752091903,D,1924,4270,19743,2,Difficult,Moderate
985112,3678,Clay,Industrial,19.390014017597228,Steel,366,Coastal,32391,676,0.45828687365192167,B,8912,2337,20826,8,Easy,Moderate
493178,6077,Loamy,Residential,62.69398836254238,Brick,302,Coastal,34492,267,0.7487528692049806,D,18398,3289,24141,7,Difficult,Moderate
897395,4581,Clay,Infrastructure,99.80285100246536,Concrete,451,Suburban,33858,520,0.6270869722971193,B,10311,447,5455,8,Easy,Complex
181349,6954,Chalky,Infrastructure,25.650361611010055,Concrete,349,Coastal,19153,190,0.36072529848819823,C,17095,724,24472,2,Difficult,Simple
565839,9103,Peaty,Industrial,33.497768679968296,Composite,272,Rural,34444,517,0.5909452662069238,C,18171,4359,14473,6,Moderate,Moderate
624101,9433,Chalky,Commercial,90.85839885901474,Brick,394,Rural,44187,225,0.2963224277589671,D,17028,2680,21329,2,Moderate,Moderate
459813,3171,Chalky,Industrial,66.36578810538447,Brick,324,Mountain,37972,157,0.8384777536059529,E,1107,2730,9850,8,Easy,Moderate
897457,6887,Sandy,Commercial,54.32781689238797,Wood,436,Coastal,24073,469,0.4831766481959806,B,8137,1351,3312,2,Moderate,Complex
396486,7333,Chalky,Commercial,60.643458754303275,Composite,50,Coastal,5796,310,0.7167582631471346,C,5134,184,17332,1,Difficult,Complex
710572,3124,Chalky,Infrastructure,36.594581017448995,Brick,324,Rural,19758,113,0.3119532386043845,B,5677,3404,23593,9,Easy,Complex
19637,5999,Sandy,Residential,86.97896037567222,Brick,2,Rural,5780,387,0.6773414025239509,A,9816,4797,14055,6,Difficult,Complex
839690,1014,Silty,Industrial,77.07421225301759,Concrete,331,Urban,9872,192,0.9267705681322416,E,17830,4794,9737,6,Difficult,Complex
963197,706,Silty,Industrial,67.8219789100524,Brick,463,Urban,39835,358,0.10776556688012362,E,3234,2311,6888,6,Difficult,Simple
937328,1447,Loamy,Infrastructure,93.85683384044212,Brick,75,Mountain,48681,635,0.5906008718551649,D,7461,4928,12358,1,Difficult,Moderate
663841,2328,Sandy,Infrastructure,62.02997744884079,Steel,247,Rural,2291,452,0.5009303902077218,B,19277,1592,14511,8,Easy,Moderate
561238,7361,Loamy,Industrial,56.06893976907851,Concrete,215,Mountain,29942,52,0.5409795673222049,B,16530,354,15564,4,Easy,Moderate
426704,6594,Loamy,Industrial,97.81240621006073,Concrete,230,Coastal,10974,424,0.19460157879037232,C,18642,4733,19094,1,Difficult,Complex
662158,6845,Chalky,Residential,28.541270193974796,Steel,242,Coastal,28127,108,0.02709969517915567,A,6923,4745,18666,1,Difficult,Simple
507760,2667,Loamy,Infrastructure,22.777135587793417,Concrete,478,Rural,21738,146,0.07127047724031244,A,15159,2750,9226,1,Easy,Moderate
10215,8479,Clay,Residential,24.60545825804051,Wood,188,Suburban,40834,366,0.28418240459147837,B,961,1722,14770,7,Easy,Moderate
377747,6426,Peaty,Infrastructure,99.04978072145764,Wood,434,Mountain,9429,297,0.8543937007744,C,14912,1602,7051,6,Difficult,Simple
807955,7032,Clay,Infrastructure,68.7025949407925,Composite,129,Suburban,17087,272,0.8068605583075232,E,19338,497,5340,7,Moderate,Moderate
865121,6156,Clay,Residential,37.533059369336186,Concrete,493,Coastal,31134,448,0.995419810715393,D,12916,3415,9343,7,Moderate,Complex
33834,6443,Chalky,Commercial,32.408002391442,Concrete,97,Mountain,35021,319,0.7405332803580342,E,2797,4257,5934,5,Easy,Simple
306618,9293,Peaty,Commercial,15.097473108160466,Wood,365,Coastal,17026,158,0.3512220509903299,A,6670,2859,21628,7,Moderate,Complex
577354,5939,Loamy,Commercial,21.875259583360684,Composite,165,Urban,10118,278,0.9182546707708527,A,1348,2285,7956,2,Easy,Simple
282544,9403,Peaty,Infrastructure,91.7355323203108,Composite,407,Rural,2998,189,0.7906691580696523,B,15228,3314,22206,1,Difficult,Complex
921643,1703,Loamy,Residential,77.26069546476307,Wood,177,Urban,10634,437,0.6989466909336358,A,8718,1821,23991,5,Moderate,Simple
544633,7500,Silty,Commercial,94.74037610535972,Wood,496,Mountain,21643,484,0.5361509120806365,C,19277,3906,15474,1,Easy,Complex
43896,7139,Sandy,Industrial,48.135784280968785,Steel,117,Urban,14207,538,0.7170318000134275,E,6536,2554,23006,7,Easy,Moderate
488646,8189,Chalky,Commercial,64.11135214550892,Composite,210,Mountain,49272,361,0.9587705441313026,B,14174,3973,18614,2,Difficult,Complex
825331,8013,Loamy,Residential,53.53041330990915,Composite,458,Suburban,33556,270,0.862279723298615,C,18339,2298,23199,5,Difficult,Simple
509387,7126,Loamy,Infrastructure,89.3246856839038,Steel,448,Rural,36169,498,0.19446292130042608,C,5431,312,22568,3,Difficult,Complex
824661,7886,Peaty,Residential,99.22436984555318,Wood,273,Suburban,20133,442,0.09762587127927014,D,14237,3373,22311,1,Moderate,Moderate
520269,3631,Chalky,Infrastructure,93.94976868853325,Steel,327,Coastal,8296,142,0.016576371026978065,A,6880,1913,16117,3,Moderate,Moderate
277727,7634,Loamy,Residential,63.82502630043579,Steel,399,Rural,40620,185,0.7128181456740236,A,16062,4864,2015,4,Difficult,Moderate
932401,4230,Silty,Residential,15.56217794693995,Brick,51,Urban,1860,332,0.2789109305196702,C,9080,4116,17781,9,Easy,Complex
523622,3166,Clay,Industrial,65.5773951719932,Composite,411,Mountain,22317,454,0.7182188149212329,B,5651,3083,2210,4,Moderate,Moderate
81537,1049,Loamy,Commercial,18.734267937800432,Wood,265,Rural,30617,46,0.184152041381205,C,7491,4061,14389,7,Easy,Simple
774777,5241,Peaty,Commercial,22.493932627212928,Brick,64,Coastal,43238,545,0.43673132031084405,C,18485,3194,6234,6,Difficult,Moderate
407783,1744,Silty,Residential,27.22102283702215,Brick,447,Suburban,17864,533,0.013602242546626009,A,19222,2575,12246,1,Moderate,Simple
609095,4512,Chalky,Commercial,42.71440789492813,Brick,341,Coastal,47700,70,0.10864689286828533,E,17659,2916,16186,5,Difficult,Complex
663936,9537,Loamy,Industrial,63.26078352854459,Wood,437,Urban,15757,675,0.08143126881685459,A,14732,4773,3384,5,Difficult,Moderate
909084,6696,Silty,Residential,40.01983067563643,Steel,229,Mountain,35739,181,0.7905901720790862,D,17559,2420,7496,4,Moderate,Complex
480455,5045,Silty,Commercial,50.704039660242934,Wood,349,Mountain,26436,83,0.9043984538224422,D,10628,3269,16264,2,Difficult,Complex
678689,6705,Silty,Commercial,14.256012977644083,Composite,298,Urban,6820,376,0.17452894758270487,B,19634,3050,2758,9,Easy,Simple
242117,7690,Silty,Infrastructure,65.77820206519799,Composite,237,Mountain,16640,668,0.5245059064339221,E,6373,1661,7959,1,Moderate,Moderate
783068,8735,Silty,Commercial,69.13285889553478,Steel,225,Rural,43971,294,0.15020615917056757,C,3123,2589,20442,8,Easy,Moderate
343936,1158,Silty,Commercial,18.945113324495324,Wood,117,Rural,3162,665,0.7792525980373801,E,19149,682,14977,6,Difficult,Moderate
403444,7495,Sandy,Infrastructure,80.6605440393878,Steel,250,Urban,12054,31,0.8207584594250219,A,17992,4042,12311,9,Easy,Complex
223286,6276,Chalky,Residential,68.27136018957869,Steel,70,Urban,27552,243,0.7851635904232777,A,6325,4111,7388,4,Moderate,Moderate
571340,5793,Clay,Residential,54.0756486353227,Wood,345,Coastal,24199,433,0.25149728873465116,C,7885,4203,14241,9,Difficult,Complex
460985,2191,Chalky,Industrial,59.75738867633914,Composite,35,Mountain,36454,259,0.3375741197757457,C,3772,930,21867,3,Easy,Complex
56032,8235,Peaty,Infrastructure,55.27411610975161,Wood,273,Suburban,9585,713,0.20856719046388217,D,7144,3326,24852,4,Easy,Simple
514910,3630,Peaty,Residential,14.841364935496062,Composite,44,Urban,27413,298,0.0033117221147774822,A,15571,951,19418,9,Easy,Complex
305830,7544,Chalky,Commercial,76.16345148377953,Concrete,475,Coastal,48713,142,0.06461102774863703,A,4140,870,19268,2,Easy,Simple
873413,5033,Silty,Commercial,56.062957319248305,Concrete,427,Urban,44616,177,0.9863196257993518,D,12720,3585,5565,2,Easy,Moderate
633090,6047,Sandy,Commercial,25.554146814726234,Concrete,360,Urban,5633,163,0.9132226694395004,B,7158,2113,10362,7,Difficult,Simple
990765,1467,Clay,Industrial,71.26577683721196,Brick,345,Rural,47255,684,0.07945037398784671,B,11895,1347,6855,5,Difficult,Simple
930313,1904,Loamy,Residential,72.55590454558495,Composite,460,Mountain,39924,229,0.4612727791361181,D,14066,2498,7962,1,Difficult,Complex
244337,9177,Loamy,Infrastructure,29.214592247157093,Composite,107,Urban,38533,605,0.9745713211488792,A,2724,3960,9042,4,Difficult,Moderate
182857,4130,Silty,Residential,81.68455654519988,Wood,374,Mountain,5319,539,0.05447713544859034,A,6734,2438,23173,3,Moderate,Simple
439763,3468,Chalky,Infrastructure,51.08542532929134,Composite,229,Coastal,37293,635,0.6687541496098711,B,9442,4503,6797,1,Moderate,Complex
314962,7769,Loamy,Infrastructure,26.254865125635177,Wood,252,Urban,34251,193,0.10649162634235476,C,11789,2549,15625,5,Difficult,Moderate
896854,2079,Chalky,Residential,69.18580029817352,Brick,488,Suburban,7337,160,0.3479586831364192,C,13581,2874,22231,3,Difficult,Simple
344071,6492,Sandy,Commercial,63.705426808091275,Wood,44,Rural,29796,376,0.047076005891323214,D,8561,1663,7810,4,Moderate,Moderate
731041,550,Sandy,Commercial,25.336569324110947,Concrete,422,Suburban,30190,251,0.5983861042951713,C,5482,1713,14071,3,Moderate,Moderate
351609,6952,Chalky,Infrastructure,88.5114009799901,Wood,425,Rural,9503,152,0.702463966396404,B,6028,299,3213,2,Difficult,Simple
755222,5653,Silty,Commercial,86.90808994357349,Wood,409,Urban,6405,493,0.041444414564912324,E,7199,2973,24091,5,Moderate,Simple
760887,6523,Silty,Industrial,85.26201290704385,Wood,49,Urban,33493,69,0.5041434025650681,D,16372,4052,3884,3,Difficult,Moderate
647509,4800,Silty,Industrial,45.93050730667911,Composite,60,Mountain,40478,451,0.2990205477783541,A,11110,2792,14856,7,Easy,Complex
309477,3287,Loamy,Infrastructure,84.21604972807062,Steel,258,Rural,22209,74,0.7092380677945667,E,17161,1960,3790,3,Moderate,Moderate
136457,2655,Clay,Commercial,86.03157775432335,Steel,65,Coastal,6336,219,0.5102634106641212,B,11351,826,24081,5,Moderate,Moderate
288720,7519,Clay,Infrastructure,99.68862449010712,Steel,114,Suburban,14728,239,0.01679958254278846,A,8160,287,1836,1,Difficult,Moderate
129875,5860,Silty,Industrial,96.18441563562837,Composite,259,Coastal,26769,646,0.26548805079137816,C,8035,245,15402,3,Moderate,Complex
835837,4730,Chalky,Industrial,44.45626015339339,Concrete,349,Rural,34285,636,0.4874653053972413,D,16594,4486,11347,1,Moderate,Complex
890432,8107,Sandy,Industrial,27.83838248474719,Steel,398,Coastal,42223,607,0.09633221457991892,C,970,2904,24645,6,Moderate,Simple
476995,9098,Peaty,Residential,36.32161535707382,Steel,429,Rural,38704,53,0.8856010140641248,D,19273,2240,24712,7,Difficult,Complex
565889,4697,Sandy,Industrial,54.530310399930336,Brick,162,Mountain,29287,411,0.8965666931781741,B,7980,3880,12557,1,Easy,Simple
864378,5912,Sandy,Commercial,82.49118704714009,Brick,470,Mountain,30258,523,0.11259915057373582,B,13110,2005,7928,6,Difficult,Simple
994860,4999,Peaty,Residential,75.06856501534854,Concrete,164,Coastal,42175,366,0.8833024967099377,A,13864,2304,13535,8,Difficult,Simple
324260,5409,Silty,Industrial,80.89414829302251,Wood,15,Coastal,40237,529,0.5725375394116,D,4271,3107,16275,3,Moderate,Complex
527965,7669,Sandy,Commercial,44.19337356897419,Wood,37,Rural,3599,514,0.8656329307915719,E,7423,2916,1549,3,Easy,Simple
520472,3762,Peaty,Industrial,32.22141798546577,Brick,138,Mountain,28319,671,0.6277773170159129,C,3101,2626,15416,3,Moderate,Moderate
638474,9718,Loamy,Commercial,12.171670634661378,Brick,265,Coastal,22071,567,0.9169151363659293,D,1139,3982,17995,4,Moderate,Simple
859326,3489,Chalky,Commercial,66.35652598709456,Concrete,306,Rural,43768,73,0.4598322963957099,E,13772,1067,11280,4,Difficult,Simple
699995,8154,Chalky,Industrial,81.5533962249813,Concrete,419,Rural,38207,542,0.9981778945512619,C,8355,4620,23823,9,Difficult,Moderate
803897,2724,Chalky,Industrial,90.02264446810743,Composite,46,Coastal,47982,671,0.8575276594344563,B,19130,4053,24226,5,Difficult,Simple
591042,5876,Silty,Residential,52.861409501625126,Wood,106,Suburban,23311,254,0.629351803854529,B,5822,2243,10697,4,Difficult,Simple
239047,3420,Sandy,Industrial,93.48812003865291,Composite,81,Urban,34895,443,0.39200754367337776,A,4788,4811,21528,9,Easy,Complex
102850,8201,Sandy,Commercial,28.217085546912273,Steel,303,Rural,11747,575,0.6157464481535306,B,18625,4220,20982,4,Moderate,Simple
906197,7041,Clay,Infrastructure,56.29403108300778,Concrete,274,Mountain,19745,376,0.7289643904109899,B,16802,1968,23055,1,Difficult,Simple
750479,6115,Chalky,Residential,29.23909703828327,Wood,113,Urban,27557,136,0.3426801720707744,B,7639,1043,18442,7,Easy,Moderate
364835,4815,Silty,Commercial,26.92679613273703,Wood,409,Rural,17730,228,0.5409449787147729,D,19483,3626,7067,9,Moderate,Complex
573159,6600,Peaty,Commercial,95.80493188021167,Composite,419,Suburban,24497,388,0.8902029481558414,A,7321,579,15718,8,Easy,Simple
203946,3283,Silty,Infrastructure,83.59666198570879,Brick,208,Urban,40733,287,0.9523420164210442,D,4665,4515,15550,9,Easy,Moderate
480949,3308,Sandy,Industrial,11.06199067971381,Brick,307,Mountain,15344,93,0.6181500253814928,E,12609,1314,23596,4,Moderate,Complex
825943,3831,Chalky,Commercial,34.16616956246112,Concrete,365,Urban,7962,635,0.15001292335848482,B,9431,3937,16237,4,Easy,Moderate
877392,2678,Clay,Infrastructure,28.46217259483506,Brick,241,Coastal,26225,416,0.7672787223251736,E,16674,391,5887,1,Easy,Moderate
976325,1297,Loamy,Infrastructure,23.24207621301333,Steel,89,Rural,28293,412,0.24765191068310777,E,9441,4254,10003,6,Moderate,Simple
862208,3346,Silty,Industrial,72.76711864281782,Wood,183,Coastal,9456,479,0.06495789659062212,D,17395,3062,10610,2,Moderate,Complex
259200,1429,Clay,Infrastructure,61.015404820192,Brick,272,Suburban,12437,187,0.3709567243697507,B,19007,3453,19592,9,Difficult,Simple
735527,5318,Sandy,Infrastructure,50.85411136750996,Concrete,255,Urban,40705,130,0.26879403554340486,D,4635,4338,21456,1,Easy,Simple
316606,3591,Peaty,Infrastructure,27.054735259583282,Steel,489,Coastal,4810,506,0.514783086318998,C,19211,2182,6399,7,Easy,Simple
464598,2762,Silty,Infrastructure,34.9856250653491,Composite,344,Suburban,45159,704,0.0023396307278693573,C,12293,1255,20671,8,Difficult,Complex
493410,9966,Loamy,Infrastructure,42.04909441221336,Composite,245,Coastal,35842,663,0.6796573698367713,B,17517,1110,2625,5,Moderate,Simple
768741,8049,Sandy,Infrastructure,80.6934417249074,Steel,268,Mountain,45115,259,0.4416802865363453,E,12862,1199,24420,1,Difficult,Simple
566862,3980,Chalky,Commercial,99.02704902162124,Concrete,99,Coastal,43199,691,0.25946566698398543,D,3297,1507,15646,1,Difficult,Simple
636360,3842,Silty,Residential,26.55793492086428,Composite,59,Rural,27522,280,0.2712026563108759,E,14540,2444,9896,5,Moderate,Moderate
445126,6553,Clay,Industrial,40.7370402003973,Wood,73,Coastal,49145,258,0.04230979518922895,C,16614,3268,21134,1,Difficult,Simple
214603,8074,Silty,Residential,35.21813918901512,Wood,112,Coastal,19218,623,0.2226128802283085,D,14576,1645,19914,9,Moderate,Complex
690546,8359,Sandy,Industrial,13.966065513304804,Concrete,165,Coastal,12304,517,0.11853231719386959,D,6982,4939,13875,9,Moderate,Simple
688173,9909,Sandy,Residential,29.729697124118985,Concrete,288,Coastal,43955,650,0.43653139508518657,D,11191,1549,4077,9,Moderate,Complex
744172,4674,Clay,Industrial,91.14525490463258,Wood,441,Coastal,27641,595,0.49425208288565137,B,12721,2576,8988,7,Easy,Complex
750885,7647,Loamy,Infrastructure,85.85723609851567,Concrete,211,Urban,27812,511,0.8235051676932993,B,14586,1538,3594,9,Moderate,Simple
874714,5270,Sandy,Residential,25.083758360328066,Steel,22,Urban,23727,522,0.5657307251620892,B,19397,4835,8525,7,Moderate,Complex
119779,6333,Silty,Residential,42.954671135466135,Concrete,429,Mountain,16715,142,0.5873306628390451,D,2818,430,13777,1,Difficult,Complex
28557,8705,Loamy,Industrial,37.97227497447646,Wood,354,Urban,32205,579,0.09727490652024129,E,10339,3469,4938,5,Easy,Moderate
169132,7502,Clay,Industrial,23.29667272487408,Brick,83,Suburban,8220,315,0.35062300811878433,A,16706,4069,6464,3,Moderate,Simple
462082,2793,Sandy,Commercial,65.99873886740447,Concrete,242,Rural,21559,415,0.7965142842818945,E,18268,1982,18921,1,Easy,Simple
344248,2545,Sandy,Infrastructure,60.1567984328758,Composite,12,Coastal,10484,49,0.5842511396427396,C,11927,3128,9494,9,Easy,Complex
766265,1537,Silty,Infrastructure,48.42921994645345,Steel,466,Coastal,5889,493,0.3753194326491138,C,3630,790,23210,3,Moderate,Moderate
487793,6742,Sandy,Commercial,86.99484952973987,Steel,5,Coastal,27223,609,0.4310350711526567,B,8250,1163,22487,7,Easy,Complex
671440,8948,Silty,Industrial,65.77402060116168,Steel,282,Mountain,10817,235,0.11589265318232922,A,10124,3445,11611,4,Difficult,Complex
154926,6662,Chalky,Infrastructure,33.33463143106658,Composite,116,Mountain,46302,550,0.026237781980076536,B,14856,4953,20742,7,Easy,Simple
918445,4573,Loamy,Industrial,43.633426347988184,Composite,347,Suburban,29500,427,0.14422851626906674,E,4004,365,21575,8,Difficult,Complex
733055,1783,Silty,Infrastructure,23.51410568048198,Steel,20,Coastal,9380,535,0.2967084590454585,B,13307,1576,7580,2,Easy,Moderate
692385,7232,Peaty,Residential,63.223594579914746,Steel,189,Mountain,41435,295,0.2831702172160895,C,15432,3812,5332,2,Easy,Complex
194054,6445,Sandy,Residential,62.796617917355285,Steel,136,Coastal,4505,228,0.7031461405695426,C,13212,416,6907,1,Easy,Complex
575369,3987,Chalky,Infrastructure,88.31653173751612,Concrete,446,Urban,4220,342,0.16045322280887986,B,19979,2802,10471,7,Difficult,Simple
931872,2684,Loamy,Infrastructure,87.02350309378112,Composite,438,Coastal,15599,35,0.7591731421166434,E,1431,1914,7780,2,Easy,Complex
764981,9050,Clay,Infrastructure,85.3247830113953,Wood,336,Suburban,16301,298,0.7090813027327836,D,14069,4541,17317,3,Easy,Simple
391325,3687,Peaty,Commercial,59.405708773137725,Concrete,58,Suburban,18087,600,0.1514328090749586,E,16876,2983,18381,6,Easy,Simple
823526,9917,Clay,Infrastructure,68.6817829681699,Wood,450,Mountain,16793,409,0.6606656204402702,B,6129,4154,5567,2,Moderate,Complex
973544,5995,Peaty,Commercial,79.79877495714503,Concrete,173,Coastal,10601,149,0.32788419252188405,E,18508,4834,21402,9,Easy,Moderate
338910,2797,Chalky,Commercial,18.25163478601172,Concrete,193,Suburban,1839,567,0.10632524895118978,C,11258,319,6735,1,Easy,Complex
879485,7597,Loamy,Residential,37.05381056600703,Wood,5,Urban,44589,573,0.6229457110264806,A,18715,4366,10933,7,Easy,Simple
165063,8969,Chalky,Infrastructure,25.218094853770467,Steel,159,Mountain,19949,480,0.7930375403248723,C,11646,4256,18959,3,Easy,Moderate
797733,4044,Chalky,Residential,56.03209249114953,Wood,279,Urban,1533,424,0.9624495449012048,C,18832,2224,24869,4,Difficult,Moderate
693970,7331,Peaty,Residential,85.39011609693469,Brick,405,Suburban,13760,471,0.5501838055104252,D,11250,365,9995,5,Easy,Moderate
615751,891,Silty,Commercial,30.764077268478214,Composite,140,Mountain,49813,186,0.5664493517596645,B,10748,1434,18672,4,Moderate,Complex
700038,1468,Loamy,Industrial,75.78131816536548,Brick,4,Coastal,46662,159,0.46320657399924947,D,4561,4238,22443,1,Moderate,Complex
296610,5651,Clay,Commercial,46.52415967478396,Concrete,293,Rural,32420,264,0.30859279255995553,D,7548,2961,15680,9,Easy,Moderate
483656,4864,Silty,Residential,91.2767410322842,Wood,75,Coastal,15242,481,0.14310161786729447,B,7822,4141,23107,9,Difficult,Simple
968379,3807,Silty,Commercial,66.41105867619359,Steel,234,Coastal,43993,78,0.3001882229089292,E,9770,1956,11311,2,Moderate,Complex
36081,6625,Sandy,Commercial,97.88977050360971,Steel,104,Urban,2341,398,0.33395381181882733,A,10774,4835,8537,9,Easy,Simple
34354,4870,Clay,Commercial,32.11027981550029,Brick,373,Coastal,35389,434,0.7362658409454048,D,6350,3897,9410,6,Easy,Moderate
627585,5338,Peaty,Infrastructure,93.15625404149161,Brick,137,Rural,28192,558,0.1287174723253035,D,18331,2249,12816,2,Difficult,Moderate
814732,8777,Sandy,Commercial,42.13501881832489,Concrete,282,Mountain,21079,138,0.18677061508484705,E,11519,1504,7573,8,Difficult,Moderate
74384,3634,Sandy,Residential,65.9770716070341,Composite,231,Mountain,24192,125,0.9721160491700348,B,14322,767,5012,1,Difficult,Simple
891459,1554,Chalky,Commercial,25.70573921025163,Concrete,283,Rural,4537,528,0.0708979132266252,C,17595,3433,7597,3,Moderate,Simple
655972,4229,Peaty,Infrastructure,78.38066081249418,Steel,477,Urban,23344,583,0.9293290305164031,E,19887,977,1008,5,Easy,Simple
857324,3169,Silty,Residential,98.04253906329855,Wood,238,Rural,24413,717,0.14635766232329317,C,2265,4799,1955,1,Easy,Complex
45525,775,Loamy,Commercial,80.86835047529077,Brick,235,Mountain,34440,145,0.536603679642494,A,4502,2683,14722,6,Difficult,Complex
954036,6217,Silty,Residential,65.42170682442438,Steel,190,Rural,17746,380,0.3962229331114423,D,12577,1680,2959,2,Difficult,Simple
16464,9797,Silty,Infrastructure,50.339257787176294,Concrete,178,Urban,4079,700,0.40014155221680137,A,6305,2380,21712,6,Moderate,Simple
550850,8522,Chalky,Industrial,41.071267702607855,Composite,345,Coastal,35151,667,0.701702908313234,C,17568,4777,7912,8,Easy,Simple
903824,8500,Silty,Infrastructure,47.71113548666646,Wood,338,Coastal,32111,414,0.6559472695431026,C,11164,1380,4026,5,Difficult,Moderate
589802,628,Clay,Infrastructure,39.545948148850215,Composite,222,Mountain,36055,377,0.9430409863111435,C,1890,1792,18527,7,Difficult,Complex
385572,7577,Silty,Residential,84.9438880304463,Concrete,456,Urban,46561,628,0.7183504111500151,D,12130,4821,2016,7,Difficult,Complex
122564,4826,Silty,Residential,90.38000109047482,Concrete,386,Coastal,1628,657,0.6070335949327573,B,1356,3737,14347,4,Moderate,Moderate
380191,4068,Clay,Industrial,95.46919171387648,Steel,214,Coastal,35417,532,0.17587562463130124,B,10926,349,14939,7,Difficult,Simple
477435,8122,Chalky,Industrial,47.65260897170653,Wood,213,Coastal,29698,610,0.4766362444132286,D,586,2539,12991,4,Difficult,Complex
566922,8580,Sandy,Industrial,59.15972830915831,Concrete,383,Suburban,8477,542,0.49716984170563516,B,2545,974,4584,4,Difficult,Moderate
796492,2902,Peaty,Infrastructure,61.920587893824006,Steel,359,Coastal,32618,232,0.638869633011133,B,3729,3242,2730,1,Easy,Simple
805701,2147,Chalky,Infrastructure,68.59793596405048,Concrete,410,Suburban,33478,65,0.3660551773090499,D,17716,4075,5183,1,Difficult,Moderate
204215,4056,Silty,Industrial,10.221070680268568,Steel,93,Rural,25731,642,0.14538086138696438,B,3533,3619,3904,1,Moderate,Complex
557353,2693,Sandy,Industrial,85.84207042903017,Composite,453,Mountain,21692,602,0.8784735251137451,B,15004,868,10062,5,Easy,Moderate
275039,3604,Peaty,Industrial,34.13265886292177,Steel,46,Mountain,27803,361,0.03241598172292248,E,7657,1855,23105,4,Easy,Simple
353003,4855,Peaty,Commercial,52.49476618716544,Composite,462,Suburban,36612,289,0.13495085300260756,A,3399,1794,9138,3,Easy,Complex
677712,2634,Peaty,Commercial,85.74114313406656,Brick,255,Urban,44100,148,0.45615470307932693,A,3562,1498,7524,6,Difficult,Complex
977241,9534,Clay,Industrial,99.71705322556208,Concrete,191,Suburban,37028,334,0.8887995332519651,A,5942,973,4714,7,Easy,Complex
114127,4403,Clay,Infrastructure,81.53951543069671,Brick,483,Coastal,4315,217,0.10253202114133186,E,8196,3864,22886,2,Moderate,Complex
106426,4113,Sandy,Residential,12.234991355737888,Wood,326,Urban,41776,229,0.7376499650137662,A,12613,3029,19195,2,Difficult,Moderate
959520,9083,Silty,Infrastructure,43.18787537028154,Brick,407,Mountain,32548,229,0.28652023093511825,C,6011,3327,23251,8,Difficult,Moderate
202376,2779,Sandy,Residential,32.24895725197044,Steel,145,Rural,30333,69,0.07592663977528702,A,7092,2213,7856,5,Moderate,Complex
21962,9592,Silty,Industrial,96.77185596148954,Steel,344,Rural,4783,619,0.8949649026809419,D,6703,1504,21840,5,Easy,Complex
43302,1652,Chalky,Commercial,33.780602482987064,Wood,104,Suburban,45856,643,0.9723941276908268,A,16378,3361,19323,7,Moderate,Moderate
357526,1794,Peaty,Commercial,94.90151713054988,Wood,64,Suburban,25620,487,0.13184461672383696,C,4215,1423,14498,5,Easy,Simple
14011,9157,Peaty,Residential,94.37657621517106,Concrete,157,Suburban,17976,197,0.8960657177926278,A,14342,4366,12271,6,Easy,Complex
926148,5789,Clay,Industrial,85.54692816327795,Steel,308,Suburban,24254,274,0.6481020070462027,B,12409,2682,15523,9,Moderate,Complex
29782,3745,Chalky,Commercial,18.826459002841663,Wood,382,Mountain,2998,199,0.20147673747136163,C,16749,1005,3067,9,Easy,Simple
208763,6568,Loamy,Industrial,10.17957052058361,Brick,350,Coastal,26935,279,0.6715265503965643,D,1037,3060,19128,9,Difficult,Complex
654942,7216,Chalky,Industrial,81.44947757923423,Steel,128,Mountain,36824,512,0.8113434032338506,B,13784,4116,23371,6,Difficult,Moderate
442941,7154,Silty,Residential,85.89691518321393,Wood,24,Rural,11159,449,0.49380392633462344,B,19305,3476,13682,9,Difficult,Simple
543484,9179,Chalky,Industrial,96.59635239084527,Concrete,419,Rural,22649,680,0.909334500284889,E,10118,294,6600,3,Easy,Complex
53459,3438,Clay,Industrial,29.654435030750122,Composite,125,Rural,45703,106,0.5285027262200134,B,1104,3492,8021,6,Easy,Simple
621533,3126,Silty,Residential,75.98318211318241,Steel,175,Coastal,14165,64,0.18542557107736624,A,11400,2413,7213,8,Moderate,Moderate
532829,1449,Sandy,Commercial,56.715797568807496,Steel,101,Coastal,42587,530,0.7093041833300612,B,4088,4903,16873,2,Difficult,Simple
613151,9741,Silty,Infrastructure,39.56339846764673,Steel,51,Urban,29724,322,0.6768914023136856,B,900,4040,1359,2,Moderate,Simple
919638,4575,Sandy,Industrial,64.5661909053122,Steel,258,Coastal,27416,521,0.6404349970507571,E,9625,672,5718,8,Moderate,Moderate
784751,9775,Loamy,Residential,59.337945422916896,Composite,149,Rural,45812,169,0.8798436941595755,A,17563,308,2685,1,Difficult,Complex
373154,2158,Silty,Commercial,36.30649593502027,Composite,168,Coastal,29358,463,0.5279457176123403,A,8334,3160,20757,9,Easy,Simple
